Team,Seed,DRebs,DRPG,SCR MAR,AST,TO,Ratio,PTS,PPG,OPP FG,OPP FGA,OPP FG%,W,L,Win%,FT,FTA,FT%,FTA PG,Fouls,PFPG,DQ,Opp TO,TO PG,Opp 3FGA,Opp 3FG,Opp 3FG%,3FG,3FGA,3FGA PG,OPP PTS,OPP PPG,FGM,FGA,FG%,OPP REB,OPP RPG,REB MAR,ORebs,ORPG,3FG%,3FG PG,REB,RPG,FT PG
Temple (AAC),,815,25.47,-0.6,441.0,434.0,1.02,"2,227",69.6,810,"1,881",43.1,16.0,16.0,50.0,464.0,613.0,75.7,19.2,538.0,16.8,11.0,360.0,11.25,634.0,213.0,33.6,255.0,773,24.2,"2,247",70.2,754,"1,774",42.5,"1,108",34.6,0.6,311.0,9.72,33.0,8.0,"1,126",35.19,14.5
Tennessee (SEC),4,918,25.5,12.9,601.0,431.0,1.39,"2,547",70.8,707,"1,895",37.3,25.0,11.0,69.4,455.0,643.0,70.8,17.9,596.0,16.6,7.0,528.0,14.67,792.0,210.0,26.5,276.0,840,23.3,"2,084",57.9,908,"2,097",43.3,"1,147",31.9,6.5,464.0,12.89,32.9,7.7,"1,382",38.39,12.6
Tennessee St. (OVC),,828,25.88,3.1,427.0,403.0,1.06,"2,499",78.1,809,"1,845",43.8,18.0,14.0,56.3,482.0,694.0,69.5,21.7,654.0,20.4,20.0,436.0,13.63,675.0,233.0,34.5,281.0,804,25.1,"2,401",75.0,868,"1,935",44.9,"1,148",35.9,0.5,336.0,10.5,35.0,8.8,"1,164",36.38,15.1
Tennessee Tech (OVC),,849,25.73,0.3,476.0,416.0,1.14,"2,432",73.7,888,"2,026",43.8,16.0,17.0,48.5,410.0,570.0,71.9,17.3,527.0,16.0,10.0,437.0,13.24,793.0,260.0,32.8,302.0,829,25.1,"2,421",73.4,860,"1,967",43.7,"1,237",37.5,-2.4,310.0,9.39,36.4,9.2,"1,159",35.12,12.4
Texas (Big 12),2,930,24.47,10.1,614.0,439.0,1.4,"2,963",78.0,906,"2,132",42.5,29.0,9.0,76.3,523.0,699.0,74.8,18.4,663.0,17.4,10.0,595.0,15.66,741.0,240.0,32.4,274.0,790,20.8,"2,578",67.8,"1,083","2,289",47.3,"1,307",34.4,-0.3,366.0,9.63,34.7,7.2,"1,296",34.11,13.8
Texas A&M (SEC),7,853,24.37,6.3,439.0,430.0,1.02,"2,549",72.8,783,"1,924",40.7,25.0,10.0,71.4,662.0,872.0,75.9,24.9,637.0,18.2,15.0,490.0,14.0,880.0,290.0,33.0,217.0,666,19.0,"2,327",66.5,835,"1,932",43.2,"1,122",32.1,4.7,435.0,12.43,32.6,6.2,"1,288",36.8,18.9
Texas Southern (SWAC),16,908,25.94,-2.7,412.0,511.0,0.81,"2,422",69.2,868,"2,029",42.8,14.0,21.0,40.0,471.0,709.0,66.4,20.3,657.0,18.8,17.0,481.0,13.74,724.0,240.0,33.1,163.0,588,16.8,"2,518",71.9,894,"2,095",42.7,"1,242",35.5,2.0,405.0,11.57,27.7,4.7,"1,313",37.51,13.5
Texas St. (Sun Belt),,784,22.4,-0.7,346.0,411.0,0.84,"2,309",66.0,800,"1,799",44.5,16.0,19.0,45.7,459.0,630.0,72.9,18.0,630.0,18.0,15.0,427.0,12.2,598.0,216.0,36.1,154.0,501,14.3,"2,334",66.7,848,"1,918",44.2,"1,078",30.8,1.9,359.0,10.26,30.7,4.4,"1,143",32.66,13.1
Texas Tech (Big 12),,791,24.72,4.3,413.0,441.0,0.94,"2,347",73.3,785,"1,872",41.9,16.0,16.0,50.0,455.0,630.0,72.2,19.7,494.0,15.4,4.0,443.0,13.84,802.0,260.0,32.4,230.0,666,20.8,"2,208",69.0,831,"1,810",45.9,"1,049",32.8,2.4,334.0,10.44,34.5,7.2,"1,125",35.16,14.2
The Citadel (SoCon),,781,24.41,-6.8,365.0,393.0,0.93,"2,158",67.4,831,"1,861",44.7,10.0,22.0,31.3,388.0,514.0,75.5,16.1,539.0,16.8,15.0,361.0,11.28,777.0,260.0,33.5,228.0,702,21.9,"2,374",74.2,771,"1,786",43.2,"1,186",37.1,-5.3,234.0,7.31,32.5,7.1,"1,015",31.72,12.1
Toledo (MAC),,839,23.97,8.5,521.0,336.0,1.55,"2,989",85.4,981,"2,128",46.1,27.0,8.0,77.1,573.0,744.0,77.0,21.3,564.0,16.1,8.0,452.0,12.91,807.0,295.0,36.6,302.0,764,21.8,"2,691",76.9,"1,057","2,138",49.4,"1,188",33.9,0.1,353.0,10.09,39.5,8.6,"1,192",34.06,16.4
Towson (CAA),,825,25.0,5.0,461.0,404.0,1.14,"2,368",71.8,774,"1,845",42.0,21.0,12.0,63.6,405.0,572.0,70.8,17.3,538.0,16.3,8.0,388.0,11.76,737.0,245.0,33.2,243.0,663,20.1,"2,202",66.7,860,"1,922",44.7,"1,033",31.3,6.0,407.0,12.33,36.7,7.4,"1,232",37.33,12.3
Troy (Sun Belt),,789,23.91,6.4,447.0,424.0,1.05,"2,414",73.2,770,"1,814",42.4,20.0,13.0,60.6,443.0,632.0,70.1,19.2,559.0,16.9,11.0,513.0,15.55,648.0,207.0,31.9,255.0,798,24.2,"2,204",66.8,858,"1,945",44.1,"1,137",34.5,0.4,362.0,10.97,32.0,7.7,"1,151",34.88,13.4
Tulane (AAC),,826,26.65,2.8,485.0,351.0,1.38,"2,478",79.9,845,"1,969",42.9,20.0,11.0,64.5,515.0,663.0,77.7,21.4,511.0,16.5,18.0,450.0,14.52,827.0,295.0,35.7,241.0,713,23.0,"2,392",77.2,861,"1,873",46.0,"1,243",40.1,-6.6,211.0,6.81,33.8,7.8,"1,037",33.45,16.6
Tulsa (AAC),,687,22.9,-12.1,348.0,397.0,0.88,"1,959",65.3,864,"1,822",47.4,5.0,25.0,16.7,299.0,463.0,64.6,15.4,464.0,15.5,5.0,355.0,11.83,722.0,226.0,31.3,230.0,735,24.5,"2,323",77.4,715,"1,733",41.3,"1,160",38.7,-6.7,271.0,9.03,31.3,7.7,958,31.93,10.0
UAB (CUSA),,"1,069",27.41,10.5,551.0,488.0,1.13,"3,149",80.7,984,"2,391",41.2,29.0,10.0,74.4,649.0,876.0,74.1,22.5,664.0,17.0,6.0,552.0,14.15,903.0,283.0,31.3,276.0,778,19.9,"2,740",70.3,"1,112","2,462",45.2,"1,381",35.4,5.5,526.0,13.49,35.5,7.1,"1,595",40.9,16.6
UAlbany (America East),,716,23.1,-7.9,363.0,414.0,0.88,"2,086",67.3,836,"1,704",49.1,8.0,23.0,25.8,397.0,550.0,72.2,17.7,576.0,18.6,11.0,364.0,11.74,571.0,201.0,35.2,237.0,725,23.4,"2,332",75.2,726,"1,755",41.4,"1,040",33.5,-0.2,317.0,10.23,32.7,7.6,"1,033",33.32,12.8
UC Davis (Big West),,809,25.28,3.7,389.0,471.0,0.83,"2,392",74.8,830,"1,862",44.6,18.0,14.0,56.3,560.0,790.0,70.9,24.7,600.0,18.8,10.0,473.0,14.78,559.0,205.0,36.7,214.0,630,19.7,"2,274",71.1,809,"1,820",44.5,"1,050",32.8,4.3,377.0,11.78,34.0,6.7,"1,186",37.06,17.5
UC Irvine (Big West),,955,27.29,7.6,518.0,431.0,1.2,"2,617",74.8,797,"2,010",39.7,23.0,12.0,65.7,432.0,600.0,72.0,17.1,666.0,19.0,17.0,445.0,12.71,716.0,231.0,32.3,247.0,656,18.7,"2,352",67.2,969,"2,082",46.5,"1,185",33.9,3.2,341.0,9.74,37.7,7.1,"1,296",37.03,12.3
UC Riverside (Big West),,861,25.32,3.3,450.0,417.0,1.08,"2,463",72.4,841,"1,848",45.5,22.0,12.0,64.7,367.0,526.0,69.8,15.5,629.0,18.5,16.0,406.0,11.94,537.0,180.0,33.5,284.0,784,23.1,"2,352",69.2,906,"2,047",44.3,"1,078",31.7,5.1,390.0,11.47,36.2,8.4,"1,251",36.79,10.8
UCSB (Big West),14,834,23.83,5.9,495.0,397.0,1.25,"2,510",71.7,845,"1,902",44.4,27.0,8.0,77.1,468.0,644.0,72.7,18.4,562.0,16.1,12.0,430.0,12.29,599.0,206.0,34.4,194.0,555,15.9,"2,305",65.9,924,"1,875",49.3,"1,057",30.2,1.6,279.0,7.97,35.0,5.5,"1,113",31.8,13.4
UCF (AAC),,797,23.44,6.0,469.0,452.0,1.04,"2,432",71.5,779,"1,855",42.0,19.0,15.0,55.9,441.0,572.0,77.1,16.8,566.0,16.6,14.0,504.0,14.82,720.0,221.0,30.7,295.0,835,24.6,"2,228",65.5,848,"1,980",42.8,"1,130",33.2,1.8,393.0,11.56,35.3,8.7,"1,190",35.0,13.0
UCLA (Pac-12),2,889,24.03,13.5,538.0,371.0,1.45,"2,743",74.1,812,"1,992",40.8,31.0,6.0,83.8,450.0,616.0,73.1,16.6,573.0,15.5,9.0,580.0,15.68,772.0,240.0,31.1,227.0,651,17.6,"2,245",60.7,"1,033","2,245",46.0,"1,198",32.4,2.9,418.0,11.3,34.9,6.1,"1,307",35.32,12.2
UConn (Big East),4,"1,027",26.33,14.4,684.0,503.0,1.36,"3,064",78.6,856,"2,145",39.9,31.0,8.0,79.5,547.0,719.0,76.1,18.4,692.0,17.7,10.0,493.0,12.64,653.0,194.0,29.7,353.0,973,24.9,"2,501",64.1,"1,082","2,333",46.4,"1,173",30.1,9.3,507.0,13.0,36.3,9.1,"1,534",39.33,14.0
UIC (MVC),,768,24.0,-4.5,421.0,410.0,1.03,"2,149",67.2,823,"1,841",44.7,12.0,20.0,37.5,400.0,611.0,65.5,19.1,560.0,17.5,12.0,443.0,13.84,633.0,215.0,34.0,255.0,774,24.2,"2,292",71.6,747,"1,794",41.6,"1,224",38.3,-5.8,269.0,8.41,32.9,8.0,"1,037",32.41,12.5
UIW (Southland),,692,22.32,-3.1,382.0,426.0,0.9,"2,194",70.8,832,"1,759",47.3,12.0,19.0,38.7,448.0,599.0,74.8,19.3,532.0,17.2,10.0,455.0,14.68,600.0,214.0,35.7,194.0,557,18.0,"2,290",73.9,776,"1,756",44.2,"1,087",35.1,-3.6,284.0,9.16,34.8,6.3,976,31.48,14.5
ULM (Sun Belt),,779,24.34,-2.4,403.0,405.0,1.0,"2,157",67.4,804,"1,838",43.7,11.0,21.0,34.4,397.0,557.0,71.3,17.4,484.0,15.1,10.0,405.0,12.66,722.0,250.0,34.6,242.0,690,21.6,"2,235",69.8,759,"1,860",40.8,"1,134",35.4,-0.3,345.0,10.78,35.1,7.6,"1,124",35.13,12.4
UMBC (America East),,796,24.88,1.6,456.0,323.0,1.41,"2,378",74.3,851,"1,881",45.2,18.0,14.0,56.3,383.0,511.0,75.0,16.0,467.0,14.6,3.0,370.0,11.56,721.0,272.0,37.7,257.0,754,23.6,"2,328",72.8,869,"1,931",45.0,"1,113",34.8,-0.6,297.0,9.28,34.1,8.0,"1,093",34.16,12.0
UMES (MEAC),,683,22.03,3.5,417.0,454.0,0.92,"2,162",69.7,729,"1,674",43.5,18.0,13.0,58.1,381.0,530.0,71.9,17.1,515.0,16.6,5.0,589.0,19.0,611.0,197.0,32.2,229.0,720,23.2,"2,054",66.3,776,"1,812",42.8,"1,057",34.1,-2.2,305.0,9.84,31.8,7.4,988,31.87,12.3
UMass Lowell (America East),,908,26.71,12.1,486.0,466.0,1.04,"2,653",78.0,790,"1,940",40.7,26.0,8.0,76.5,487.0,662.0,73.6,19.5,572.0,16.8,7.0,471.0,13.85,634.0,212.0,33.4,236.0,619,18.2,"2,243",66.0,965,"1,995",48.4,"1,029",30.3,8.4,406.0,11.94,38.1,6.9,"1,314",38.65,14.3
UNC Asheville (Big South),15,924,26.4,5.3,446.0,496.0,0.9,"2,604",74.4,901,"2,125",42.4,27.0,8.0,77.1,536.0,772.0,69.4,22.1,542.0,15.5,13.0,446.0,12.74,731.0,217.0,29.7,274.0,707,20.2,"2,418",69.1,897,"1,890",47.5,"1,196",34.2,0.7,295.0,8.43,38.8,7.8,"1,219",34.83,15.3
UNC Greensboro (SoCon),,850,26.56,7.6,465.0,376.0,1.24,"2,306",72.1,728,"1,799",40.5,20.0,12.0,62.5,420.0,587.0,71.6,18.3,535.0,16.7,9.0,425.0,13.28,740.0,236.0,31.9,254.0,718,22.4,"2,064",64.5,816,"1,831",44.6,"1,065",33.3,3.6,330.0,10.31,35.4,7.9,"1,180",36.88,13.1
UNCW (CAA),,806,23.71,4.6,365.0,408.0,0.89,"2,343",68.9,766,"1,783",43.0,24.0,10.0,70.6,508.0,697.0,72.9,20.5,624.0,18.4,14.0,473.0,13.91,654.0,199.0,30.4,209.0,624,18.4,"2,187",64.3,813,"1,832",44.4,"1,107",32.6,0.7,324.0,9.53,33.5,6.1,"1,130",33.24,14.9
UNI (MVC),,806,25.19,0.2,372.0,385.0,0.97,"2,244",70.1,800,"1,783",44.9,14.0,18.0,43.8,386.0,554.0,69.7,17.3,498.0,15.6,15.0,409.0,12.78,837.0,296.0,35.4,238.0,699,21.8,"2,238",69.9,810,"1,788",45.3,"1,054",32.9,-0.1,244.0,7.63,34.0,7.4,"1,050",32.81,12.1
UNLV (Mountain West),,746,23.31,4.2,411.0,394.0,1.04,"2,376",74.3,779,"1,781",43.7,19.0,13.0,59.4,476.0,658.0,72.3,20.6,547.0,17.1,16.0,562.0,17.56,792.0,283.0,35.7,262.0,751,23.5,"2,241",70.0,819,"1,895",43.2,"1,167",36.5,-2.7,335.0,10.47,34.9,8.2,"1,081",33.78,14.9
USC Upstate (Big South),,746,23.31,-0.8,374.0,421.0,0.89,"2,198",68.7,750,"1,732",43.3,16.0,16.0,50.0,373.0,570.0,65.4,17.8,637.0,19.9,10.0,460.0,14.38,632.0,211.0,33.4,209.0,621,19.4,"2,225",69.5,808,"1,773",45.6,"1,127",35.2,-3.5,268.0,8.38,33.7,6.5,"1,014",31.69,11.7
UT Arlington (WAC),,741,23.16,-2.0,432.0,443.0,0.98,"2,125",66.4,751,"1,718",43.7,11.0,21.0,34.4,374.0,570.0,65.6,17.8,619.0,19.3,11.0,456.0,14.25,653.0,238.0,36.4,207.0,643,20.1,"2,190",68.4,772,"1,863",41.4,"1,079",33.7,2.2,407.0,12.72,32.2,6.5,"1,148",35.88,11.7
UT Martin (OVC),,947,28.7,5.1,450.0,394.0,1.14,"2,658",80.5,877,"2,076",42.2,19.0,14.0,57.6,513.0,711.0,72.2,21.5,603.0,18.3,12.0,426.0,12.91,838.0,270.0,32.2,255.0,771,23.4,"2,489",75.4,945,"2,058",45.9,"1,226",37.2,2.0,346.0,10.48,33.1,7.7,"1,293",39.18,15.5
UTEP (CUSA),,749,23.41,0.0,385.0,505.0,0.76,"2,192",68.5,767,"1,718",44.6,14.0,18.0,43.8,442.0,699.0,63.2,21.8,576.0,18.0,13.0,536.0,16.75,643.0,214.0,33.3,158.0,537,16.8,"2,192",68.5,796,"1,776",44.8,"1,050",32.8,2.3,373.0,11.66,29.4,4.9,"1,122",35.06,13.8
UTRGV (WAC),,866,27.06,0.5,505.0,514.0,0.98,"2,518",78.7,867,"1,963",44.2,15.0,17.0,46.9,560.0,802.0,69.8,25.1,641.0,20.0,24.0,414.0,12.94,716.0,238.0,33.2,222.0,655,20.5,"2,502",78.2,868,"1,852",46.9,"1,099",34.3,3.5,345.0,10.78,33.9,6.9,"1,211",37.84,17.5
UTSA (CUSA),,791,24.72,-7.3,334.0,439.0,0.76,"2,217",69.3,883,"1,961",45.0,10.0,22.0,31.3,484.0,659.0,73.4,20.6,563.0,17.6,13.0,354.0,11.06,734.0,254.0,34.6,235.0,703,22.0,"2,450",76.6,749,"1,826",41.0,"1,181",36.9,-1.5,341.0,10.66,33.4,7.3,"1,132",35.38,15.1
Utah (Pac-12),,897,28.03,4.8,462.0,385.0,1.2,"2,197",68.7,764,"1,924",39.7,17.0,15.0,53.1,383.0,541.0,70.8,16.9,487.0,15.2,9.0,325.0,10.16,676.0,204.0,30.2,232.0,696,21.8,"2,043",63.8,791,"1,851",42.7,"1,120",35.0,4.2,357.0,11.16,33.3,7.3,"1,254",39.19,12.0
Utah St. (Mountain West),10,943,26.94,8.3,585.0,426.0,1.37,"2,736",78.2,870,"2,055",42.3,26.0,9.0,74.3,517.0,678.0,76.3,19.4,589.0,16.8,6.0,388.0,11.09,694.0,241.0,34.7,325.0,840,24.0,"2,446",69.9,947,"1,975",47.9,"1,103",31.5,4.0,300.0,8.57,38.7,9.3,"1,243",35.51,14.8
Utah Valley (WAC),,"1,115",30.14,8.8,594.0,509.0,1.17,"2,863",77.4,928,"2,380",39.0,28.0,9.0,75.7,577.0,780.0,74.0,21.1,646.0,17.5,14.0,458.0,12.38,766.0,235.0,30.7,242.0,728,19.7,"2,538",68.6,"1,022","2,200",46.5,"1,354",36.6,3.7,377.0,10.19,33.2,6.5,"1,492",40.32,15.6
VCU (Atlantic 10),12,837,23.91,7.9,456.0,468.0,0.97,"2,480",70.9,789,"1,903",41.5,27.0,8.0,77.1,540.0,776.0,69.6,22.2,575.0,16.4,11.0,572.0,16.34,649.0,207.0,31.9,212.0,610,17.4,"2,202",62.9,864,"1,867",46.3,"1,157",33.1,0.1,324.0,9.26,34.8,6.1,"1,161",33.17,15.4
VMI (SoCon),,782,24.44,-7.4,365.0,411.0,0.89,"2,220",69.4,879,"1,883",46.7,7.0,25.0,21.9,311.0,406.0,76.6,12.7,484.0,15.1,12.0,339.0,10.59,935.0,343.0,36.7,309.0,880,27.5,"2,457",76.8,800,"1,923",41.6,"1,084",33.9,1.5,349.0,10.91,35.1,9.7,"1,131",35.34,9.7
Valparaiso (MVC),,836,26.13,-4.7,436.0,406.0,1.07,"2,206",68.9,843,"1,882",44.8,11.0,21.0,34.4,380.0,522.0,72.8,16.3,530.0,16.6,13.0,355.0,11.09,704.0,239.0,33.9,198.0,668,20.9,"2,355",73.6,814,"1,852",44.0,"1,116",34.9,-0.9,251.0,7.84,29.6,6.2,"1,087",33.97,11.9
Vanderbilt (SEC),,923,24.95,0.4,429.0,399.0,1.08,"2,661",71.9,954,"2,219",43.0,22.0,15.0,59.5,491.0,690.0,71.2,18.6,604.0,16.3,5.0,381.0,10.3,799.0,248.0,31.0,310.0,922,24.9,"2,645",71.5,930,"2,187",42.5,"1,368",37.0,-0.8,417.0,11.27,33.6,8.4,"1,340",36.22,13.3
Vermont (America East),15,845,24.85,5.7,465.0,318.0,1.46,"2,471",72.7,835,"1,866",44.7,23.0,11.0,67.6,377.0,541.0,69.7,15.9,504.0,14.8,8.0,389.0,11.44,687.0,246.0,35.8,292.0,816,24.0,"2,276",66.9,901,"1,901",47.4,"1,103",32.4,-1.1,220.0,6.47,35.8,8.6,"1,065",31.32,11.1
Villanova (Big East),,832,24.47,1.9,377.0,343.0,1.1,"2,366",69.6,817,"1,871",43.7,17.0,17.0,50.0,456.0,556.0,82.0,16.4,538.0,15.8,13.0,384.0,11.29,780.0,264.0,33.8,296.0,885,26.0,"2,301",67.7,807,"1,853",43.6,"1,122",33.0,-1.3,246.0,7.24,33.4,8.7,"1,078",31.71,13.4
Virginia (ACC),4,791,23.97,7.3,519.0,282.0,1.84,"2,237",67.8,712,"1,717",41.5,25.0,8.0,75.8,431.0,613.0,70.3,18.6,471.0,14.3,4.0,403.0,12.21,687.0,234.0,34.1,220.0,629,19.1,"1,996",60.5,793,"1,765",44.9,"1,055",32.0,0.3,273.0,8.27,35.0,6.7,"1,064",32.24,13.1
Virginia Tech (ACC),,843,24.79,4.1,528.0,336.0,1.57,"2,521",74.1,892,"2,000",44.6,19.0,15.0,55.9,378.0,514.0,73.5,15.1,526.0,15.5,5.0,371.0,10.91,712.0,242.0,34.0,281.0,786,23.1,"2,383",70.1,931,"1,983",46.9,"1,148",33.8,-0.5,288.0,8.47,35.8,8.3,"1,131",33.26,11.1
Wagner (NEC),,645,23.04,1.4,339.0,335.0,1.01,"1,766",63.1,568,"1,324",42.9,15.0,13.0,53.6,275.0,403.0,68.2,14.4,540.0,19.3,10.0,377.0,13.46,479.0,151.0,31.5,181.0,583,20.8,"1,727",61.7,655,"1,627",40.3,865,30.9,5.0,360.0,12.86,31.0,6.5,"1,005",35.89,9.8
Wake Forest (ACC),,854,25.88,2.8,444.0,399.0,1.11,"2,528",76.6,892,"1,990",44.8,19.0,14.0,57.6,457.0,613.0,74.6,18.6,528.0,16.0,7.0,403.0,12.21,769.0,269.0,35.0,315.0,866,26.2,"2,435",73.8,878,"1,909",46.0,"1,142",34.6,-0.4,275.0,8.33,36.4,9.5,"1,129",34.21,13.8
Washington (Pac-12),,797,24.91,-1.1,368.0,448.0,0.82,"2,213",69.2,834,"2,005",41.6,16.0,16.0,50.0,432.0,577.0,74.9,18.0,529.0,16.5,14.0,413.0,12.91,741.0,220.0,29.7,209.0,668,20.9,"2,248",70.3,786,"1,823",43.1,"1,218",38.1,-4.2,286.0,8.94,31.3,6.5,"1,083",33.84,13.5
Washington St. (Pac-12),,814,23.94,2.6,403.0,408.0,0.99,"2,324",68.4,836,"1,875",44.6,17.0,17.0,50.0,388.0,542.0,71.6,15.9,544.0,16.0,6.0,366.0,10.76,603.0,194.0,32.2,310.0,832,24.5,"2,235",65.7,813,"1,919",42.4,"1,089",32.0,2.8,369.0,10.85,37.3,9.1,"1,183",34.79,11.4
Weber St. (Big Sky),,814,24.67,-0.3,351.0,422.0,0.83,"2,219",67.2,789,"1,762",44.8,18.0,15.0,54.5,443.0,578.0,76.6,17.5,580.0,17.6,15.0,429.0,13.0,730.0,271.0,37.1,218.0,647,19.6,"2,229",67.5,779,"1,727",45.1,"1,045",31.7,-0.4,218.0,6.61,33.7,6.6,"1,032",31.27,13.4
West Virginia (Big 12),9,769,22.62,5.1,442.0,440.0,1.0,"2,583",76.0,834,"1,857",44.9,19.0,15.0,55.9,571.0,769.0,74.3,22.6,632.0,18.6,16.0,496.0,14.59,652.0,222.0,34.0,248.0,708,20.8,"2,411",70.9,882,"1,953",45.2,"1,062",31.2,2.6,383.0,11.26,35.0,7.3,"1,152",33.88,16.8
Western Caro. (SoCon),,921,27.09,3.2,428.0,365.0,1.17,"2,513",73.9,871,"1,987",43.8,18.0,16.0,52.9,482.0,674.0,71.5,19.8,588.0,17.3,11.0,368.0,10.82,605.0,197.0,32.6,289.0,849,25.0,"2,405",70.7,871,"2,015",43.2,"1,189",35.0,2.0,335.0,9.85,34.0,8.5,"1,256",36.94,14.2
Western Ill. (Summit League),,750,25.0,0.7,410.0,322.0,1.27,"2,191",73.0,822,"1,782",46.1,16.0,14.0,53.3,392.0,560.0,70.0,18.7,434.0,14.5,7.0,353.0,11.77,590.0,192.0,32.5,209.0,652,21.7,"2,171",72.4,795,"1,755",45.3,"1,039",34.6,-0.2,284.0,9.47,32.1,7.0,"1,034",34.47,13.1
Western Ky. (CUSA),,852,25.82,0.8,416.0,383.0,1.09,"2,355",71.4,842,"2,006",42.0,17.0,16.0,51.5,428.0,601.0,71.2,18.2,489.0,14.8,8.0,415.0,12.58,850.0,303.0,35.6,249.0,695,21.1,"2,330",70.6,839,"1,907",44.0,"1,232",37.3,-2.4,300.0,9.09,35.8,7.5,"1,152",34.91,13.0
Western Mich. (MAC),,767,24.74,-4.2,396.0,395.0,1.0,"2,166",69.9,820,"1,774",46.2,8.0,23.0,25.8,344.0,482.0,71.4,15.5,522.0,16.8,11.0,305.0,9.84,712.0,257.0,36.1,250.0,757,24.4,"2,295",74.0,786,"1,820",43.2,"1,000",32.3,4.7,379.0,12.23,33.0,8.1,"1,146",36.97,11.1
Wichita St. (AAC),,851,26.59,2.5,426.0,401.0,1.06,"2,272",71.0,784,"1,931",40.6,17.0,15.0,53.1,406.0,567.0,71.6,17.7,478.0,14.9,10.0,373.0,11.66,788.0,265.0,33.6,212.0,685,21.4,"2,191",68.5,827,"1,839",45.0,"1,094",34.2,2.2,312.0,9.75,30.9,6.6,"1,163",36.34,12.7
William & Mary (CAA),,765,23.18,-3.1,401.0,398.0,1.01,"2,219",67.2,864,"1,861",46.4,13.0,20.0,39.4,381.0,559.0,68.2,16.9,533.0,16.2,7.0,373.0,11.3,680.0,237.0,34.9,256.0,698,21.2,"2,320",70.3,791,"1,829",43.2,"1,111",33.7,-0.5,330.0,10.0,36.7,7.8,"1,095",33.18,11.5
Winthrop (Big South),,733,22.91,-0.7,366.0,447.0,0.82,"2,360",73.8,888,"1,890",47.0,15.0,17.0,46.9,503.0,681.0,73.9,21.3,538.0,16.8,19.0,388.0,12.13,721.0,253.0,35.1,283.0,757,23.7,"2,382",74.4,787,"1,671",47.1,"1,089",34.0,-3.0,260.0,8.13,37.4,8.8,993,31.03,15.7
Wisconsin (Big Ten),,832,23.77,1.7,406.0,302.0,1.34,"2,284",65.3,831,"1,871",44.4,20.0,15.0,57.1,346.0,501.0,69.1,14.3,554.0,15.8,5.0,413.0,11.8,686.0,217.0,31.6,276.0,807,23.1,"2,225",63.6,831,"2,005",41.4,"1,228",35.1,-3.4,278.0,7.94,34.2,7.9,"1,110",31.71,9.9
Wofford (SoCon),,776,23.52,2.2,412.0,361.0,1.14,"2,466",74.7,878,"1,908",46.0,17.0,16.0,51.5,407.0,552.0,73.7,16.7,468.0,14.2,7.0,369.0,11.18,801.0,278.0,34.7,247.0,748,22.7,"2,392",72.5,906,"1,916",47.3,"1,023",31.0,2.0,312.0,9.45,33.0,7.5,"1,088",32.97,12.3
Wright St. (Horizon),,908,27.52,6.2,495.0,419.0,1.18,"2,637",79.9,897,"2,062",43.5,18.0,15.0,54.5,370.0,502.0,73.7,15.2,514.0,15.6,6.0,434.0,13.15,798.0,262.0,32.8,205.0,574,17.4,"2,432",73.7,"1,031","2,077",49.6,"1,138",34.5,2.2,304.0,9.21,35.7,6.2,"1,212",36.73,11.2
Wyoming (Mountain West),,748,24.13,-2.9,345.0,371.0,0.93,"2,144",69.2,796,"1,733",45.9,9.0,22.0,29.0,396.0,557.0,71.1,18.0,488.0,15.7,14.0,346.0,11.16,684.0,248.0,36.3,268.0,768,24.8,"2,234",72.1,740,"1,680",44.0,"1,024",33.0,-1.0,246.0,7.94,34.9,8.6,994,32.06,12.8
Xavier (Big East),3,"1,016",27.46,6.9,705.0,459.0,1.54,"2,995",80.9,"1,012","2,285",44.3,27.0,10.0,73.0,503.0,708.0,71.0,19.1,593.0,16.0,9.0,434.0,11.73,765.0,274.0,35.8,274.0,703,19.0,"2,741",74.1,"1,109","2,256",49.2,"1,195",32.3,5.4,380.0,10.27,39.0,7.4,"1,396",37.73,13.6
Yale (Ivy League),,835,27.83,12.5,439.0,335.0,1.31,"2,273",75.8,653,"1,650",39.6,21.0,9.0,70.0,367.0,529.0,69.4,17.6,521.0,17.4,12.0,378.0,12.6,673.0,216.0,32.1,224.0,620,20.7,"1,897",63.2,841,"1,764",47.7,957,31.9,5.9,298.0,9.93,36.1,7.5,"1,133",37.77,12.2
Youngstown St. (Horizon),,853,25.09,9.4,521.0,376.0,1.39,"2,785",81.9,929,"2,065",45.0,24.0,10.0,70.6,480.0,616.0,77.9,18.1,550.0,16.2,11.0,438.0,12.88,698.0,238.0,34.1,271.0,743,21.9,"2,465",72.5,"1,017","2,088",48.7,"1,127",33.1,2.3,351.0,10.32,36.5,8.0,"1,204",35.41,14.1
